"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@OrAroundTen @RedErinn @StenosPosition The Lucky Charms burger.

And people who eat this shit will be preaching ""fa… https://t.co/1oQ0P5kBWz",FALSE,2,"OrAroundTen",2019-10-10 10:02:50,TRUE,"1182231252994150400","1182235030262878208","3060134252","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","65pjc",0,FALSE,FALSE,NA,NA
"@YourFavNikki Here’s the Australian version of the impossible burger but it’s called the Rebel Whopper https://t.co/TmhX4wopHb",FALSE,0,"YourFavNikki",2019-10-10 10:00:06,FALSE,NA,"1182234342422003713","34651752","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stuwoods82",0,FALSE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 09:17:20,FALSE,NA,"1182223577975840770",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PH_201777",29,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 09:11:21,FALSE,NA,"1182222074951192577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarloRinaldi5",29,TRUE,FALSE,NA,NA
"RT @PJorasch: Interesting read: Ideological rift brews in anti-GMO movement as Americans embrace #ImpossibleBurger @ImpossibleFoods #gmo @F…",FALSE,0,NA,2019-10-10 09:04:23,FALSE,NA,"1182220320796811264",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JanWisse",3,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 08:48:10,FALSE,NA,"1182216239688470530",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DiscoStew66",29,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 08:46:54,FALSE,NA,"1182215919252041729",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FructoseNo",29,TRUE,FALSE,NA,NA
"RT @MattCorva: No one uses Ethereum, it is indeed a scam. Imagine if this was being done by impossible burger? Twitter would be insufferabl…",FALSE,0,NA,2019-10-10 08:39:26,FALSE,NA,"1182214041885986816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZiadeMarc",6,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 08:38:08,FALSE,NA,"1182213712121192448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","eitch_kay",29,TRUE,FALSE,NA,NA
"RT @GHGGuru: The backlash against Impossible and Beyond Meat burgers going mainstream |  Vox https://t.co/tl0OdhL0J6",FALSE,0,NA,2019-10-10 08:23:09,FALSE,NA,"1182209944306819072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drdairy50",14,TRUE,FALSE,NA,NA
"RT @BritishClubSG: The Impossible Burger made its debut on the new Verandah Café Menu which launched today.

A plant-based burger pattie wi…",FALSE,0,NA,2019-10-10 08:12:39,FALSE,NA,"1182207298862768128",NA,"<a href=""https://script.google.com/macros/s/AKfycbwWSRgdQ7ji6TH1njlimjZiM81M7MdHA34BliELlrANouhfIBXz/exec"" rel=""nofollow"">Follow vegan</a>","act40720604",1,TRUE,FALSE,NA,NA
"Beyond burger &gt; impossible whopper
don’t @ me 💯",FALSE,0,NA,2019-10-10 08:11:59,FALSE,NA,"1182207131782508544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanielEtc620",0,FALSE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 08:11:44,FALSE,NA,"1182207071061778433",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JimJamGin",29,TRUE,FALSE,NA,NA
"The Impossible Burger made its debut on the new Verandah Café Menu which launched today.

A plant-based burger patt… https://t.co/vjPYr9NFuw",FALSE,1,NA,2019-10-10 08:11:27,TRUE,NA,"1182206999183921152",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BritishClubSG",1,FALSE,FALSE,NA,NA
"@BoyYeetsWorld @KylePlantEmoji he’s like mr impossible burger tho lol",FALSE,1,"BoyYeetsWorld",2019-10-10 08:01:40,FALSE,"1182142565426061312","1182204538444537856","627970013","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WokePolyphemus",0,FALSE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:58:01,FALSE,NA,"1182203618876907520",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IanWright12",29,TRUE,FALSE,NA,NA
"RT @happygardenings: The Impossible Burger chili recipe that vegans won’t kill for https://t.co/yuMBcjx0jk https://t.co/7xaZhhOHnB",FALSE,0,NA,2019-10-10 07:55:32,FALSE,NA,"1182202991815708672",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","happygardenings",5,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:49:18,FALSE,NA,"1182201422961610752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wildenews",29,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:47:02,FALSE,NA,"1182200852112650240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HammondCharcute",29,TRUE,FALSE,NA,NA
"Impossible burger 😍 https://t.co/b8D3mMVSoZ",FALSE,5,NA,2019-10-10 07:45:40,FALSE,NA,"1182200509614026752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shinax",0,FALSE,FALSE,NA,NA
"@Wendys I wish you had a burger that wasn’t beef because I love your sandwiches ...like @BurgerKing have not had a… https://t.co/O8mdLHjqwn",FALSE,0,"Wendys",2019-10-10 07:43:12,TRUE,NA,"1182199887514832897","59553554","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SavyonWallace",0,FALSE,FALSE,NA,NA
"grist: RT @zoe_sayler: can someone from southern california send me some impossible burgers so I can make this plea… https://t.co/d7mTIHwSC1",FALSE,0,NA,2019-10-10 07:41:08,TRUE,NA,"1182199370944581632",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LifeAnato",0,FALSE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:39:02,FALSE,NA,"1182198839937294336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShortGoesLong",29,TRUE,FALSE,NA,NA
"RT @GHGGuru: The backlash against Impossible and Beyond Meat burgers going mainstream |  Vox https://t.co/tl0OdhL0J6",FALSE,0,NA,2019-10-10 07:37:39,FALSE,NA,"1182198493722611712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wyadvd",14,TRUE,FALSE,NA,NA
"RT @crazyfckinvegan: Y’all Carnists can stop telling Vegans that the Beyond &amp; Impossible burgers aren’t healthy! Guess what Einstein we bee…",FALSE,0,NA,2019-10-10 07:35:44,FALSE,NA,"1182198010714787841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoralHernandezz",5,TRUE,FALSE,NA,NA
"@tokenpay @derekcapo Please let it be the impossible token burger",FALSE,0,"tokenpay",2019-10-10 07:34:13,FALSE,"1182190523714543616","1182197628873822208","870761709274902528","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adminh2",0,FALSE,FALSE,NA,NA
"RT @PJorasch: Interesting read: Ideological rift brews in anti-GMO movement as Americans embrace #ImpossibleBurger @ImpossibleFoods #gmo @F…",FALSE,0,NA,2019-10-10 07:33:36,FALSE,NA,"1182197475429535744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GMOinfoEU",3,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:31:00,FALSE,NA,"1182196818710601728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheNewsHound1",29,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:28:27,FALSE,NA,"1182196177468624896",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Andrews86495144",29,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:26:05,FALSE,NA,"1182195582233919488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jpmriccardi",29,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:25:33,FALSE,NA,"1182195446393004033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","janvyjidak",29,TRUE,FALSE,NA,NA
"RT @GGruere: Meatless meat is becoming mainstream — and it’s sparking a backlash https://t.co/62MJEccrCW via @voxdotcom",FALSE,0,NA,2019-10-10 07:16:37,FALSE,NA,"1182193197751119872",NA,"<a href=""http://placeholder.com"" rel=""nofollow"">BotBotBotBotBotBotBotBot</a>","HannesHanath",1,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:15:33,FALSE,NA,"1182192931786104833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MARIOESTVEZ",29,TRUE,FALSE,NA,NA
"Meatless meat is becoming mainstream — and it’s sparking a backlash https://t.co/62MJEccrCW via @voxdotcom",FALSE,0,NA,2019-10-10 07:08:12,FALSE,NA,"1182191082450427904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GGruere",1,FALSE,FALSE,NA,NA
"RT @GHGGuru: The backlash against Impossible and Beyond Meat burgers going mainstream |  Vox https://t.co/tl0OdhL0J6",FALSE,0,NA,2019-10-10 07:04:04,FALSE,NA,"1182190039188549632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XERDAN_Design",14,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 07:00:56,FALSE,NA,"1182189253058539520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XERDAN_Design",29,TRUE,FALSE,NA,NA
"RT @fleroy1974: ""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.

""Yogur…",FALSE,0,NA,2019-10-10 06:51:21,FALSE,NA,"1182186841514156033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MSanchezMainar",29,TRUE,FALSE,NA,NA
"""[classifying food based on its degree of processing] makes no sense from a nutritional perspective” - Yes it does.… https://t.co/nx0GrGJVw0",FALSE,118,NA,2019-10-10 06:48:08,TRUE,NA,"1182186029995954176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fleroy1974",29,FALSE,FALSE,NA,NA
"RT @MattCorva: No one uses Ethereum, it is indeed a scam. Imagine if this was being done by impossible burger? Twitter would be insufferabl…",FALSE,0,NA,2019-10-10 06:24:31,FALSE,NA,"1182180087657046016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elmalandr0",6,TRUE,FALSE,NA,NA
"RT @GHGGuru: The backlash against Impossible and Beyond Meat burgers going mainstream |  Vox https://t.co/tl0OdhL0J6",FALSE,0,NA,2019-10-10 06:15:16,FALSE,NA,"1182177762317979648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kukashnjudster",14,TRUE,FALSE,NA,NA
"RT @nohaymasleche: They just couldn’t believe the impossible burger was made 100% from plants
#BurgerKing #eownn https://t.co/TqOscRCy83",FALSE,0,NA,2019-10-10 06:15:12,FALSE,NA,"1182177741447282688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nacho0bitch",1,TRUE,FALSE,NA,NA
"Always good to skip the Metformin to let go of illusions...the ones the world . 
 The one on the Impossible Burger… https://t.co/g40xR4nXjj",FALSE,0,NA,2019-10-10 06:15:01,TRUE,NA,"1182177698262601729",NA,"<a href=""https://github.com/parkr/ebooks"" rel=""nofollow"">PhoneBoy eBooks</a>","PhoneBoySaidSo",1,FALSE,FALSE,NA,NA
"RT @dis_roger: Impossible Burger NO COMMENT lobbing strategy. 
Company’s outside lobbying firms have included BGR Group, which bills itself…",FALSE,0,NA,2019-10-10 06:14:27,FALSE,NA,"1182177552963530752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lisa02594983",3,TRUE,FALSE,NA,NA
"Anyone wanna send me $6 for an impossible burger",FALSE,0,NA,2019-10-10 06:13:38,FALSE,NA,"1182177350819037184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imanshalom",0,FALSE,FALSE,NA,NA
"RT @_JAC16: @Reinforce : What does an Impossible Burger consist of? 
@BrenCasts : Witchcraft #TheFourHeads",FALSE,0,NA,2019-10-10 06:11:06,FALSE,NA,"1182176710126645248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LiterallyaPara1",3,TRUE,FALSE,NA,NA
"RT @_JAC16: @Reinforce : What does an Impossible Burger consist of? 
@BrenCasts : Witchcraft #TheFourHeads",FALSE,0,NA,2019-10-10 06:10:49,FALSE,NA,"1182176639054041088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Reinforce",3,TRUE,FALSE,NA,NA
"But it was a valiant effort. If someone was serving those instead of real burgers, I wouldn't turn them down. Hell,… https://t.co/38hsOtRc7g",FALSE,0,"DevinTHudson",2019-10-10 06:09:44,TRUE,"1182176368014041088","1182176369180057600","137787669","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DevinTHudson",0,FALSE,FALSE,NA,NA
"I want an impossible burger",FALSE,2,NA,2019-10-10 06:02:08,FALSE,NA,"1182174453423149057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarccRose",0,FALSE,FALSE,NA,NA
"my homie just called impossible burger “infinity meat” 😂😂😂",FALSE,20,NA,2019-10-10 06:00:24,FALSE,NA,"1182174018247389185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TV_DAD",0,FALSE,FALSE,NA,NA
"@josh_panos i've only tried the beyond burger, which was fine. how does the impossible burger compare?",FALSE,0,"josh_panos",2019-10-10 05:55:40,FALSE,"1181696845451530242","1182172828226863104","3385435462","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GoresEatsFilm",0,FALSE,FALSE,NA,NA
"RT @matti_wilks: An insightful commentary on plant-based meat acceptance, which also addresses (almost) all criticisms/concerns I've heard…",FALSE,0,NA,2019-10-10 05:50:50,FALSE,NA,"1182171612398964738",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JamesNKirby",1,TRUE,FALSE,NA,NA
"RT @atrembath: “But opposing all mass-market, mass-produced food is elitist and classist — and in this particular case, it’s silly, too.”…",FALSE,0,NA,2019-10-10 05:33:56,FALSE,NA,"1182167359114530816",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mareeswj",27,TRUE,FALSE,NA,NA
"RT @crazyfckinvegan: Y’all Carnists can stop telling Vegans that the Beyond &amp; Impossible burgers aren’t healthy! Guess what Einstein we bee…",FALSE,0,NA,2019-10-10 05:23:26,FALSE,NA,"1182164718003392512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","may_b98",5,TRUE,FALSE,NA,NA
"RT @xtrasmalleah: This girl really said her ass grew from impossible burgers from Burger King. Smd",FALSE,0,NA,2019-10-10 05:23:04,FALSE,NA,"1182164624088735744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsJayATM",1,TRUE,FALSE,NA,NA
"The Impossible Burger chili recipe that vegans won’t kill for https://t.co/CWvl9YbLJz via @grist",FALSE,0,NA,2019-10-10 05:19:21,FALSE,NA,"1182163686565261312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Patrici26912458",0,FALSE,FALSE,NA,NA
"RT @PJorasch: Interesting read: Ideological rift brews in anti-GMO movement as Americans embrace #ImpossibleBurger @ImpossibleFoods #gmo @F…",FALSE,0,NA,2019-10-10 05:17:59,FALSE,NA,"1182163343680983040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeatSpath",3,TRUE,FALSE,NA,NA
"This girl really said her ass grew from impossible burgers from Burger King. Smd",FALSE,1,NA,2019-10-10 05:16:46,FALSE,NA,"1182163037362561024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xtrasmalleah",1,FALSE,FALSE,NA,NA
"RT @GHGGuru: The backlash against Impossible and Beyond Meat burgers going mainstream |  Vox https://t.co/tl0OdhL0J6",FALSE,0,NA,2019-10-10 05:15:32,FALSE,NA,"1182162727021580289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DiscoStew66",14,TRUE,FALSE,NA,NA
"RT @GHGGuru: The backlash against Impossible and Beyond Meat burgers going mainstream |  Vox https://t.co/tl0OdhL0J6",FALSE,0,NA,2019-10-10 05:09:38,FALSE,NA,"1182161244532297728",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rxdiet1Robin",14,TRUE,FALSE,NA,NA
"Controversy around the plant based Impossible burger, which contains GM ingredient -----&gt; Viewpoint: Ideological ri… https://t.co/6xnfbdNNgj",FALSE,0,NA,2019-10-10 05:08:04,TRUE,NA,"1182160850523738112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mateo_penas",0,FALSE,FALSE,NA,NA
"RT @GHGGuru: The backlash against Impossible and Beyond Meat burgers going mainstream |  Vox https://t.co/tl0OdhL0J6",FALSE,0,NA,2019-10-10 05:01:46,FALSE,NA,"1182159264917463041",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kenn_QBE",14,TRUE,FALSE,NA,NA
"The backlash against Impossible and Beyond Meat burgers going mainstream |  Vox https://t.co/tl0OdhL0J6",FALSE,42,NA,2019-10-10 04:59:40,FALSE,NA,"1182158733385723904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GHGGuru",14,FALSE,FALSE,NA,NA
"RT @crazyfckinvegan: Y’all Carnists can stop telling Vegans that the Beyond &amp; Impossible burgers aren’t healthy! Guess what Einstein we bee…",FALSE,0,NA,2019-10-10 04:55:17,FALSE,NA,"1182157631424610304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DSilzaWrites",5,TRUE,FALSE,NA,NA
"RT @WorldofIsaac: I'm at the Pistons game, there's nobody here, this burger sucks.

Review: I'd rather eat an impossible Whopper. 

3.9 htt…",FALSE,0,NA,2019-10-10 04:47:24,FALSE,NA,"1182155646587805697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lilreno313",4,TRUE,FALSE,NA,NA
"in this very moment, i would do ANYTHING for an impossible burger w/ provolone &amp; fries from fillmore 13 in pontiac",FALSE,3,NA,2019-10-10 04:40:13,FALSE,NA,"1182153840461860865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erintaylordavis",0,FALSE,FALSE,NA,NA
"Went to Slutty Vegan and everything was impossible burger’d out. 🤦🏾‍♂️ I can at least say I supported a black owned business today 🤷🏾‍♂️",FALSE,0,NA,2019-10-10 04:40:02,FALSE,NA,"1182153794999799808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PROFHIT",0,FALSE,FALSE,NA,NA
"RT @MattCorva: No one uses Ethereum, it is indeed a scam. Imagine if this was being done by impossible burger? Twitter would be insufferabl…",FALSE,0,NA,2019-10-10 04:23:49,FALSE,NA,"1182149711840432128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alyciamsnow",6,TRUE,FALSE,NA,NA
"RT @crazyfckinvegan: Y’all Carnists can stop telling Vegans that the Beyond &amp; Impossible burgers aren’t healthy! Guess what Einstein we bee…",FALSE,0,NA,2019-10-10 04:15:16,FALSE,NA,"1182147559504203776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","veganshecraves",5,TRUE,FALSE,NA,NA
"@Reinforce : What does an Impossible Burger consist of? 
@BrenCasts : Witchcraft #TheFourHeads",FALSE,20,"Reinforce",2019-10-10 04:12:53,FALSE,NA,"1182146961832591361","81919153","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_JAC16",3,FALSE,FALSE,NA,NA
"Y’all Carnists can stop telling Vegans that the Beyond &amp; Impossible burgers aren’t healthy! Guess what Einstein we… https://t.co/Lemu3KJPF2",FALSE,34,NA,2019-10-10 04:10:08,TRUE,NA,"1182146269013135360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crazyfckinvegan",5,FALSE,FALSE,NA,NA
"This is a vegetarian burger. I’m not kidding. @beyondmeat has figured out a way to make an all veg, gluten free, so… https://t.co/hOoGS0ymUX",FALSE,0,NA,2019-10-10 03:59:14,TRUE,NA,"1182143527561641985",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","divya_anand",0,FALSE,FALSE,NA,NA
"GMO Impossible Burger Tests Positive for High Levels of Monsanto’s Glyphosate | https://t.co/Bf1kXiO2kS https://t.co/MO3nfd5Z6s",FALSE,0,NA,2019-10-10 03:39:15,FALSE,NA,"1182138495705456640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","missddin",0,FALSE,FALSE,NA,NA
"Me when i get disrespected for eating the impossible burger at @BurgerKing :/ https://t.co/tQ8KEejx9Z",FALSE,4,NA,2019-10-10 03:28:19,FALSE,NA,"1182135743810064384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buhreebear",0,FALSE,FALSE,NA,NA
"RT @MattCorva: No one uses Ethereum, it is indeed a scam. Imagine if this was being done by impossible burger? Twitter would be insufferabl…",FALSE,0,NA,2019-10-10 03:27:16,FALSE,NA,"1182135480826990592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JesseGrushack",6,TRUE,FALSE,NA,NA
"RT @Cheesecake: The new vegan Impossible Burger, making carnivores question their preferences since 2019. https://t.co/vTliBCEdAo",FALSE,0,NA,2019-10-10 03:25:57,FALSE,NA,"1182135150773190656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seroc2010",52,TRUE,FALSE,NA,NA
"@WaR_Banditt Loooove veggie grill! The burger I had with Kevin on Saturday was an impossible burger. So good!",FALSE,0,"WaR_Banditt",2019-10-10 03:24:11,FALSE,"1182132132153417728","1182134705371537408","3248378791","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tom_jeffs",0,FALSE,FALSE,NA,NA
"The impossible burger wasn’t bad.",FALSE,0,NA,2019-10-10 03:23:17,FALSE,NA,"1182134477675532293",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DellJWashington",0,FALSE,FALSE,NA,NA
"i just drove all the way to burger king for an impossible whopper and they were fucking OUT fuck you @BurgerKing",FALSE,1,NA,2019-10-10 03:20:40,FALSE,NA,"1182133822088982528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snugglenug",0,FALSE,FALSE,NA,NA
"@ndotlang @BenitoBlanco Not this month but I do want to try and impossible burger",FALSE,1,"ndotlang",2019-10-10 03:16:22,FALSE,"1182130477987061761","1182132740470108160","18169302","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JakeUno",0,FALSE,FALSE,NA,NA
"RT @MattCorva: No one uses Ethereum, it is indeed a scam. Imagine if this was being done by impossible burger? Twitter would be insufferabl…",FALSE,0,NA,2019-10-10 03:15:04,FALSE,NA,"1182132412752580608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","twigwam",6,TRUE,FALSE,NA,NA
"RT @AllDayERDayRN: @alexsrobin @LoveNotGreed @_pillsandblades @NPjourney @lkharvey15 @MSWSHAWN @PetalConfetti @tonyver45 @DrGRuralMD @ketam…",FALSE,0,NA,2019-10-10 03:11:46,FALSE,NA,"1182131582217285632",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","ketaminh",1,TRUE,FALSE,NA,NA
"@alexsrobin @LoveNotGreed @_pillsandblades @NPjourney @lkharvey15 @MSWSHAWN @PetalConfetti @tonyver45 @DrGRuralMD… https://t.co/7bfTcVvSDI",FALSE,8,"alexsrobin",2019-10-10 03:08:31,TRUE,"1182118017909448704","1182130762205847552","865790035","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AllDayERDayRN",1,FALSE,FALSE,NA,NA
"The Impossible Burger chili recipe that vegans won’t kill for https://t.co/quTLTfmA6B via @grist",FALSE,0,NA,2019-10-10 03:01:43,FALSE,NA,"1182129052074819584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Feni_55_Crystal",0,FALSE,FALSE,NA,NA
